area_type,availability,size,society,total_sqft,bath,balcony,price,site_location,crime_rate,essential_services_nearby
Super built-up  Area,Ready To Move,3 BHK,Vanusn ,1545,3.0,2.0,65.0,Khadki,0.9559365440073355,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,NCierar,1515,2.0,2.0,135.0,Kharadi,0.21043706161560094,hospital
Super built-up  Area,Ready To Move,3 BHK,DLhtsen,1300,3.0,3.0,55.0,Kondhwa,0.4379176508582495,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1107,2.0,1.0,57.0,Kondhwa Budruk,0.30725600675610976,hospital
Super built-up  Area,Ready To Move,3 BHK,Brglede,1720,3.0,2.0,106.0,Kondhwa Khurd,0.4265957791541274,hospital
Super built-up  Area,Ready To Move,3 BHK,Srersas,1540,3.0,2.0,150.0,Koregaon Park,0.4488383697396101,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1000,2.0,1.0,44.5,Kothrud,0.23453106673839041,petrol_pumps
Super built-up  Area,21-Dec,1 BHK,KonteiT,710,1.0,1.0,40.42,Law College Road,0.5773037045599272,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,SLaceda,1100,2.0,1.0,38.0,Laxmi Road,0.02760967374512524,school
Built-up  Area,Ready To Move,4 Bedroom,KrodsNo,3200,4.0,0.0,270.0,Lulla Nagar,0.7429396585741865,school
Plot  Area,Ready To Move,2 Bedroom,,900,2.0,2.0,160.0,Mahatma Gandhi Road,0.23615024519807304,school
Built-up  Area,Ready To Move,2 BHK,Saavenc,1250,2.0,0.0,48.0,Mangalwar peth,0.9392073664613717,petrol_pumps
Built-up  Area,Ready To Move,5 Bedroom,,2400,4.0,3.0,130.0,Manik Bagh,0.08952066454104113,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Sonosty,1584.01,3.0,1.0,104.0,Market yard,0.6471736574567364,hospital
Plot  Area,Ready To Move,4 Bedroom,,875,4.0,0.0,150.0,Model colony,0.5389704435914247,hospital
Plot  Area,Ready To Move,4 Bedroom,,1200,6.0,3.0,60.0,Mukund Nagar,0.5569153587731352,school
Super built-up  Area,Ready To Move,3 BHK,SrncyRe,1485,2.0,2.0,70.0,Mundhawa,0.9637517103858048,school
Built-up  Area,Ready To Move,3 BHK,Maity W,1100,2.0,1.0,78.0,Nagar Road,0.9817660820422396,school
Super built-up  Area,18-Mar,2 BHK,,1245,2.0,1.0,59.0,Nana Peth,0.7223122835520016,school
Built-up  Area,19-Dec,4 Bedroom,Ciris P,1880,4.0,0.0,154.0,Narayan Peth,0.029725474989971246,school
Super built-up  Area,20-Jul,3 BHK,,2214,3.0,3.0,350.0,Narayangaon,0.23071664367597622,school
Built-up  Area,18-Jun,2 BHK,,1050,2.0,2.0,45.0,Navi Peth,0.8252318050878013,hospital
Plot  Area,Ready To Move,4 Bedroom,,600,4.0,2.0,95.0,Padmavati,0.7513200123146787,school
Super built-up  Area,19-Jul,3 BHK,Uncioe ,1640,3.0,2.0,105.0,Parvati Darshan,0.603501964528981,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Papusa ,1165,2.0,1.0,65.0,Pashan,0.041178740583206586,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,MMowsik,1110,2.0,1.0,43.0,Paud Road,0.5399305926733479,school
Super built-up  Area,Ready To Move,7 BHK,,1200,5.0,2.0,200.0,Pirangut,0.9813284734403689,school
Built-up  Area,Ready To Move,4 BHK,Soy 1Iv,4000,4.0,2.0,630.0,Prabhat Road,0.18142431424442018,hospital
Built-up  Area,Ready To Move,4 Bedroom,,4500,4.0,0.0,150.0,Pune Railway Station,0.39880799870178796,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,600,4.0,3.0,65.0,Rasta Peth,0.860345013338459,school
Super built-up  Area,Ready To Move,2 BHK,NDionas,1300,2.0,2.0,75.0,Raviwar Peth,0.9933157485808889,petrol_pumps
Plot  Area,Ready To Move,2 Bedroom,,1200,1.0,0.0,42.0,Sadashiv Peth,0.9025013159166265,petrol_pumps
Plot  Area,Immediate Possession,,Saaveha,1200 - 1800,,,12.75,Sahakar Nagar,0.0373260550692015,petrol_pumps
Super built-up  Area,18-Aug,2 BHK,Puachal,1232,2.0,1.0,69.61,Salunke Vihar,0.4979075159329376,school
Super built-up  Area,Ready To Move,3 BHK,,1704,3.0,2.0,94.36,Sasson Road,0.12153993957296505,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,1275,2.0,2.0,88.0,Satara Road,0.33677991322654366,hospital
Super built-up  Area,Ready To Move,3 BHK,GCiewty,1222,2.0,1.0,68.0,Senapati Bapat Road,0.7181528184793384,school
Super built-up  Area,Ready To Move,2 BHK,MKllei ,1155,2.0,2.0,39.0,Shaniwar Peth,0.012216309908022471,hospital
Super built-up  Area,18-Apr,2 BHK,,1000,2.0,1.0,29.95,Shivaji Nagar,0.5766247352372963,hospital
Super built-up  Area,Ready To Move,2 BHK,Bhave E,1200,2.0,1.0,45.0,Shukrawar Peth,0.026231382220431754,hospital
Super built-up  Area,19-Dec,3 BHK,Goues A,1517,3.0,2.0,71.28,Sinhagad Road,0.20573588813311594,school
Super built-up  Area,18-May,2 BHK,,1166,2.0,1.0,37.29,Somwar Peth,0.20446627648698779,hospital
Built-up  Area,Ready To Move,2 BHK,Itelaa ,870,2.0,2.0,24.0,Swargate,0.4261033502038334,petrol_pumps
Super built-up  Area,Ready To Move,5 BHK,,4000,5.0,2.0,170.0,Tilak Road,0.06906978893418492,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,1350,4.0,1.0,230.0,Uruli Devachi,0.904387033867607,school
Super built-up  Area,Ready To Move,4 BHK,Niareum,3019,6.0,,190.0,Vadgaon Budruk,0.42613307898544994,school
Super built-up  Area,Ready To Move,3 BHK,SearkHy,1345,3.0,1.0,58.0,Wadgaon Sheri,0.6325042076625393,school
Plot  Area,Ready To Move,3 Bedroom,,900,3.0,1.0,75.0,Viman Nagar,0.05276325265486903,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,AkoreEn,3800,5.0,2.0,170.0,Vishrant Wadi,0.8323127600148815,hospital
Super built-up  Area,Ready To Move,3 BHK,,971,2.0,2.0,38.0,Wagholi,0.7163577549728691,school
Super built-up  Area,Ready To Move,2 BHK,Shateor,1255,2.0,1.0,52.32,Wakadewadi,0.3955985909602855,school
Built-up  Area,Ready To Move,2 BHK,Loe 1st,1810,2.0,2.0,65.0,Wanowrie,0.13220085184958985,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,1300,2.0,1.0,58.0,Warje,0.5649497744813669,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,MenueNo,1185,2.0,2.0,45.0,Yerawada,0.9124822883627338,school
Super built-up  Area,Ready To Move,2 BHK,ShaleSp,1350,2.0,3.0,68.0,Alandi Road,0.6982861478294551,school
Super built-up  Area,20-Jun,3 BHK,Brstaue,1510 - 1670,3.0,0.0,76.16,Ambegaon Budruk,0.8037941446789735,petrol_pumps
Super built-up  Area,Ready To Move,7 BHK,,3000,6.0,3.0,180.0,Anandnagar,0.0354349357126067,hospital
Plot  Area,Ready To Move,4 Bedroom,,1560,3.0,2.0,149.0,Aundh,0.4116821985547433,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,ManceEl,1650,3.0,,126.0,Aundh Road,0.792295601999173,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1645,3.0,2.0,87.0,Balaji Nagar,0.27781308188668774,school
Super built-up  Area,Ready To Move,3 BHK,ChionCo,1748,3.0,,103.0,Baner,0.15543498421380064,hospital
Plot  Area,18-Nov,3 Bedroom,,1200,3.0,1.0,67.77,Baner road,0.472443104536868,hospital
Built-up  Area,Ready To Move,2 BHK,Rooodre,1170,2.0,3.0,50.0,Bhandarkar Road,0.3841040154144516,school
Built-up  Area,Ready To Move,4 BHK,Saitya ,3420,4.0,2.0,225.0,Bhavani Peth,0.7287584214845133,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Naepa D,1320,2.0,2.0,65.0,Bibvewadi,0.6141168313051562,petrol_pumps
Super built-up  Area,18-Jul,3 BHK,Rosha I,1610,3.0,2.0,84.53,Bopodi,0.007280704231248936,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Bamita ,1870,3.0,3.0,180.0,Budhwar Peth,0.732905216177177,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Mades G,1510,2.0,1.0,110.0,Bund Garden Road,0.8888843474208814,hospital
Built-up  Area,Ready To Move,6 Bedroom,,2700,7.0,3.0,110.0,Camp,0.49917586567897276,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,,1305,2.0,1.0,45.68,Chandan Nagar,0.31894370165055974,school
Super built-up  Area,Ready To Move,3 BHK,Neisei ,1500,2.0,1.0,70.0,Dapodi,0.6674837139259157,school
Super built-up  Area,Ready To Move,2 BHK,Goareir,1149,2.0,1.0,130.0,Deccan Gymkhana,0.8239116335653139,school
Built-up  Area,Ready To Move,4 BHK,Bhmesy ,1948,4.0,2.0,129.0,Dehu Road,0.5010500370337295,petrol_pumps
Plot  Area,Ready To Move,3 Bedroom,,1448,3.0,1.0,70.0,Dhankawadi,0.13605771608332007,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,SJityaz,1242,2.0,1.0,78.0,Dhayari Phata,0.05881222508781425,school
Super built-up  Area,Ready To Move,2 BHK,Skacak ,1268,2.0,1.0,58.0,Dhole Patil Road,0.9533171822292366,school
Super built-up  Area,Ready To Move,2 BHK,Saoneil,1101,2.0,1.0,50.0,Erandwane,0.19569742343148033,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Bhmesa ,1255,2.0,3.0,65.0,Fatima Nagar,0.34473932508199756,school
Super built-up  Area,Ready To Move,3 BHK,DSerste,1362,3.0,1.0,62.63,Fergusson College Road,0.049969422959255105,hospital
Super built-up  Area,Ready To Move,3 BHK,Puops R,984,3.0,2.0,140.0,Ganesh Peth,0.8459976110761714,hospital
Super built-up  Area,18-May,2 BHK,SStusan,1089,2.0,1.0,32.67,Ganeshkhind,0.7320252085866811,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,800,1.0,3.0,95.0,Ghorpade Peth,0.8951856601064818,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Aklia R,1345,2.0,1.0,57.0,Ghorpadi,0.5874792651190934,petrol_pumps
Plot  Area,Ready To Move,8 Bedroom,,3600,9.0,3.0,125.0,Gokhale Nagar,0.18590067749869876,hospital
Plot  Area,Ready To Move,4 Bedroom,,1650,2.0,1.0,140.0,Gultekdi,0.30052809431340344,school
Super built-up  Area,Ready To Move,2 BHK,Baowsig,950,2.0,1.0,45.0,Guruwar peth,0.9749081335391478,hospital
Super built-up  Area,Ready To Move,2 BHK,Mantsce,1068,2.0,1.0,43.0,Hadapsar,0.2600428100667911,school
Built-up  Area,Ready To Move,2 BHK,KHatsFl,860,1.0,2.0,31.0,Hadapsar Industrial Estate,0.9006816952320078,petrol_pumps
Built-up  Area,Ready To Move,8 Bedroom,,3000,5.0,,130.0,Hingne Khurd,0.6600828317768835,school
Super built-up  Area,Ready To Move,3 BHK,Pyikad ,1756,3.0,2.0,66.73,Jangali Maharaj Road,0.9714611478382685,hospital
Super built-up  Area,Ready To Move,2 BHK,SSthamh,1205,2.0,1.0,41.0,Kalyani Nagar,0.9229403580478501,school
Plot  Area,Ready To Move,8 Bedroom,,1120,8.0,,155.0,Karve Nagar,0.0956874966306821,school
Super built-up  Area,Ready To Move,3 BHK,Bregae ,1800,3.0,2.0,125.0,Karve Road,0.90719921638956,petrol_pumps
Super built-up  Area,18-Jan,4 BHK,,8321,5.0,2.0,2912.0,Kasba Peth,0.30946743123908793,hospital
Built-up  Area,Ready To Move,3 BHK,Neise P,1604,3.0,0.0,68.0,Katraj,0.8372655384037779,hospital
Super built-up  Area,18-May,4 BHK,Jaades ,2732,4.0,3.0,204.0,Khadaki,0.5272794227804043,school
Super built-up  Area,18-Dec,2 BHK,SunceEs,1015,2.0,2.0,25.88,Khadki,0.6338006561301037,school
Super built-up  Area,Ready To Move,3 BHK,,1200,2.0,2.0,42.0,Kharadi,0.6872314771920978,school
Super built-up  Area,Ready To Move,2 BHK,,1010,2.0,2.0,38.0,Kondhwa,0.2895211515708974,hospital
Built-up  Area,Ready To Move,2 Bedroom,,1250,3.0,0.0,170.0,Kondhwa Budruk,0.1176338642921938,hospital
Super built-up  Area,Ready To Move,2 BHK,,1010,2.0,1.0,41.0,Kondhwa Khurd,0.9909069375526315,hospital
Super built-up  Area,Ready To Move,2 BHK,DStus S,1050,2.0,2.0,33.1,Koregaon Park,0.9225479488818532,hospital
Super built-up  Area,Ready To Move,3 BHK,,1710,3.0,2.0,85.0,Kothrud,0.4537137113409898,school
Super built-up  Area,19-Jan,3 BHK,PrntaEn,1248.52,3.0,2.0,115.0,Law College Road,0.27288611888569203,hospital
Built-up  Area,Ready To Move,1 BHK,,410,1.0,1.0,10.0,Laxmi Road,0.33005604871501437,hospital
Super built-up  Area,18-Oct,3 BHK,DSnjh S,1656,2.0,1.0,62.93,Lulla Nagar,0.6821049746256762,hospital
Super built-up  Area,Ready To Move,3 BHK,Malmsri,1451,3.0,1.0,68.0,Mahatma Gandhi Road,0.34654078892530515,hospital
Super built-up  Area,Ready To Move,6 BHK,,1200,3.0,0.0,175.0,Mangalwar peth,0.6716884171534135,hospital
Super built-up  Area,Ready To Move,2 BHK,Maerar ,1250,2.0,2.0,93.0,Manik Bagh,0.4283046263195427,hospital
Plot  Area,Ready To Move,3 Bedroom,Sreat R,4395,3.0,3.0,240.0,Market yard,0.3068499586427187,petrol_pumps
Super built-up  Area,Ready To Move,4 BHK,Emceske,4600,6.0,2.0,650.0,Model colony,0.29657964006059545,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Laiteya,1340,2.0,3.0,42.0,Mukund Nagar,0.8574754546623442,school
Super built-up  Area,Ready To Move,2 BHK,SSaveik,1100,2.0,2.0,38.5,Mundhawa,0.7634022984787141,hospital
Super built-up  Area,Ready To Move,4 BHK,Toindls,6000,6.0,,700.0,Nagar Road,0.7689962870038247,hospital
Super built-up  Area,Ready To Move,3 BHK,Heate L,1700,3.0,1.0,71.0,Nana Peth,0.3728004189957852,school
Plot  Area,Ready To Move,6 Bedroom,,1200,5.0,0.0,150.0,Narayan Peth,0.5240633248398996,hospital
Super built-up  Area,Ready To Move,2 BHK,SViseun,1096,2.0,1.0,43.0,Narayangaon,0.022247505701361026,petrol_pumps
Super built-up  Area,18-May,2 BHK,Sryalan,1160,2.0,1.0,33.5,Navi Peth,0.36580323078606025,hospital
Built-up  Area,Ready To Move,3 BHK,,1936,3.0,2.0,139.0,Padmavati,0.8619024000418303,hospital
Super built-up  Area,Ready To Move,3 BHK,Undge T,1269,2.0,2.0,63.0,Parvati Darshan,0.44353739969259687,school
Super built-up  Area,19-Dec,3 BHK,,3500,3.0,1.0,630.0,Pashan,0.8201993598569399,hospital
Super built-up  Area,18-May,3 BHK,Prcesvy,1586,3.0,1.0,125.0,Paud Road,0.9018235496699724,hospital
Super built-up  Area,18-Jul,2 BHK,ProdsWe,1376,2.0,1.0,124.0,Pirangut,0.9165276012320036,school
Super built-up  Area,Ready To Move,3 BHK,JRrnauv,1452,3.0,3.0,56.5,Prabhat Road,0.5027307008310088,hospital
Super built-up  Area,18-Aug,3 BHK,Sosisic,1538,3.0,1.0,107.0,Pune Railway Station,0.5271396048623056,hospital
Super built-up  Area,18-May,3 BHK,PuendWe,1427,2.0,1.0,130.0,Rasta Peth,0.23456643311281244,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,935,2.0,0.0,40.0,Raviwar Peth,0.3085598079855745,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,Raeusiy,1220,2.0,3.0,65.0,Sadashiv Peth,0.056165289056762435,hospital
Super built-up  Area,Ready To Move,2 BHK,Prncyrn,1197,2.0,1.0,77.0,Sahakar Nagar,0.9703304960646962,hospital
Super built-up  Area,18-Dec,2 BHK,,674,1.0,1.0,19.9,Salunke Vihar,0.017778804608103105,hospital
Built-up  Area,Ready To Move,1 BHK,,410,1.0,1.0,15.0,Sasson Road,0.39202273650075803,school
Built-up  Area,18-Apr,3 BHK,Bhmesy ,1573,3.0,1.0,90.0,Satara Road,0.40934788570110614,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Srsami ,1135,2.0,2.0,58.0,Senapati Bapat Road,0.3935551864319511,school
Built-up  Area,18-Dec,3 BHK,,1400,2.0,1.0,40.43,Shaniwar Peth,0.9120219493794706,petrol_pumps
Super built-up  Area,Ready To Move,1 BHK,,1200,1.0,0.0,65.0,Shivaji Nagar,0.8304756583487831,hospital
Plot  Area,Ready To Move,3 Bedroom,,1800,3.0,0.0,95.0,Shukrawar Peth,0.7879679011101459,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,Sohea A,2045,3.0,2.0,108.0,Sinhagad Road,0.012578580442230036,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Skacak ,1268,2.0,1.0,56.0,Somwar Peth,0.8799997158564518,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Prrtht ,883,2.0,1.0,39.0,Swargate,0.6572291295978246,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,PuziaVe,1600,3.0,3.0,100.0,Tilak Road,0.3303397649379456,school
Super built-up  Area,Ready To Move,2 BHK,Bhmesy ,1056,2.0,2.0,70.0,Uruli Devachi,0.570212367276651,school
Plot  Area,Ready To Move,10 Bedroom,,1200,11.0,,105.0,Vadgaon Budruk,0.874624164084109,school
Plot  Area,Ready To Move,4 Bedroom,StodsWa,4500,4.0,,330.0,Wadgaon Sheri,0.09355763671283024,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Gasom B,1204,2.0,2.0,58.0,Viman Nagar,0.01669423117551161,hospital
Super built-up  Area,Ready To Move,3 BHK,Dhndsh ,1410,2.0,1.0,54.0,Vishrant Wadi,0.002101638054807009,hospital
Built-up  Area,Ready To Move,2 BHK,Elley B,1460,2.0,1.0,80.3,Wagholi,0.46989557599640475,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1100,2.0,1.0,41.18,Wakadewadi,0.15156005147021845,hospital
Super built-up  Area,Ready To Move,2 BHK,AbarkVa,1310,2.0,1.0,88.0,Wanowrie,0.6255431630432877,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Putus L,1600,3.0,2.0,90.0,Warje,0.44367870459648917,school
Super built-up  Area,Ready To Move,2 BHK,,1250,2.0,2.0,55.0,Yerawada,0.9752243843214017,hospital
Super built-up  Area,Ready To Move,3 BHK,SJityaz,1665,3.0,2.0,74.93,Alandi Road,0.4586174128359346,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Aklia R,1345,2.0,1.0,57.0,Ambegaon Budruk,0.6955362016948653,petrol_pumps
Built-up  Area,Ready To Move,5 Bedroom,,2000,5.0,2.0,240.0,Anandnagar,0.7110331947580032,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,SRensar,1416,2.0,2.0,67.0,Aundh,0.3342064809084293,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,NRosete,1145,2.0,2.0,46.0,Aundh Road,0.10617835364200945,school
Built-up  Area,Ready To Move,10 Bedroom,,7200,10.0,3.0,200.0,Balaji Nagar,0.7344036752619252,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,DLhtsen,1231,3.0,2.0,58.0,Baner,0.5259596977046058,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Neite T,1664,3.0,0.0,73.95,Baner road,0.7118901834365741,hospital
Built-up  Area,Ready To Move,3 Bedroom,,2000,3.0,1.0,76.0,Bhandarkar Road,0.3017298031993686,school
Built-up  Area,Ready To Move,2 BHK,Ahntyve,972,2.0,2.0,43.0,Bhavani Peth,0.30493382415691106,petrol_pumps
Built-up  Area,Ready To Move,4 BHK,,4500,4.0,3.0,345.0,Bibvewadi,0.8894140199042235,school
Super built-up  Area,Ready To Move,2 BHK,,1185,2.0,1.0,47.39,Bopodi,0.6281472264532824,school
Built-up  Area,Ready To Move,3 BHK,,1750,3.0,2.0,81.0,Budhwar Peth,0.7770081152155409,hospital
Built-up  Area,Ready To Move,3 BHK,Prurten,3155,4.0,,316.0,Bund Garden Road,0.8424161102037349,hospital
Super built-up  Area,18-Dec,2 BHK,Soresea,1007,2.0,1.0,68.0,Camp,0.3675925622950613,school
Super built-up  Area,Ready To Move,3 BHK,,1700,3.0,2.0,200.0,Chandan Nagar,0.003990463940456435,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Veales ,1250,2.0,2.0,85.0,Dapodi,0.31604300187972967,hospital
Super built-up  Area,Ready To Move,2 BHK,,1200,2.0,1.0,54.0,Deccan Gymkhana,0.8523653064773221,school
Super built-up  Area,18-Aug,2 BHK,S2ionrn,994,2.0,1.0,42.28,Dehu Road,0.24944183142533027,hospital
Super built-up  Area,18-Apr,2 BHK,,1150,2.0,2.0,40.0,Dhankawadi,0.20318025610725865,school
Super built-up  Area,Ready To Move,2 BHK,MenueNo,1220,2.0,2.0,46.0,Dhayari Phata,0.8775505394165105,hospital
Super built-up  Area,Ready To Move,2 BHK,PlhtsHe,1441,2.0,1.0,115.0,Dhole Patil Road,0.3240174110857016,hospital
Super built-up  Area,19-Mar,2 BHK,Saesttt,1157,2.0,2.0,47.32,Erandwane,0.8944278988989859,petrol_pumps
Super built-up  Area,Ready To Move,6 BHK,,1300,6.0,3.0,150.0,Fatima Nagar,0.28457355561896724,school
Super built-up  Area,Ready To Move,2 BHK,Prtanha,1400,2.0,2.0,105.0,Fergusson College Road,0.5874679608734813,petrol_pumps
Built-up  Area,Ready To Move,3 BHK,,1370.07,3.0,1.0,65.0,Ganesh Peth,0.048214516254158624,petrol_pumps
Plot  Area,Ready To Move,5 Bedroom,,1200,4.0,1.0,130.0,Ganeshkhind,0.03211880788578991,hospital
Super built-up  Area,20-Dec,2 BHK,,900,2.0,1.0,40.0,Ghorpade Peth,0.18305572872645715,hospital
Super built-up  Area,Ready To Move,1 BHK,,418,1.0,1.0,17.0,Ghorpadi,0.7769512368699835,hospital
Plot  Area,Ready To Move,3 Bedroom,,1200,3.0,1.0,80.0,Gokhale Nagar,0.5586235088909975,school
Built-up  Area,Ready To Move,2 BHK,,1200,2.0,3.0,43.0,Gultekdi,0.8511037424390363,school
Super built-up  Area,Ready To Move,2 BHK,,1062,2.0,1.0,42.48,Guruwar peth,0.276071212266805,school
Super built-up  Area,Ready To Move,2 BHK,,1120,2.0,1.0,51.0,Hadapsar,0.037284747312213096,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1012,2.0,1.0,44.0,Hadapsar Industrial Estate,0.2002051199856546,school
Plot  Area,Ready To Move,3 Bedroom,,1500,2.0,1.0,200.0,Hingne Khurd,0.6376724887421064,hospital
Built-up  Area,Ready To Move,4 Bedroom,,950,4.0,,180.0,Jangali Maharaj Road,0.7367470188826478,school
Super built-up  Area,Ready To Move,2 BHK,Jahipa ,675,2.0,2.0,13.5,Kalyani Nagar,0.9680080652478931,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Atarebe,1430,2.0,2.0,78.0,Karve Nagar,0.9659351275553697,school
Super built-up  Area,Ready To Move,3 BHK,,1195,2.0,1.0,56.0,Karve Road,0.4637031480511079,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Brica E,2640,5.0,1.0,150.0,Kasba Peth,0.7758144700166838,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Prityel,1075,2.0,1.0,42.0,Katraj,0.0165260218820541,school
Super built-up  Area,18-Sep,3 BHK,Shxorm ,1550 - 1590,3.0,0.0,75.99,Khadaki,0.8431446814718135,hospital
Plot  Area,Ready To Move,6 Bedroom,,782,4.0,2.0,85.0,Khadki,0.6549825629403982,hospital
Built-up  Area,18-Feb,2 BHK,Skacak ,1011,2.0,1.0,59.0,Kharadi,0.3861697789684644,hospital
Super built-up  Area,Ready To Move,3 BHK,BriumMi,1450,2.0,1.0,102.0,Kondhwa,0.2890325232132378,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,Ahriaup,1129,2.0,1.0,69.0,Kondhwa Budruk,0.5713739913674177,hospital
Super built-up  Area,Ready To Move,2 BHK,Soe 2as,1126,2.0,1.0,36.0,Kondhwa Khurd,0.1691250212610903,petrol_pumps
Plot  Area,18-Dec,3 Bedroom,AkArkti,1200,3.0,,110.0,Koregaon Park,0.20815439034176597,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,MJinele,1180,2.0,2.0,45.0,Kothrud,0.44808893908110203,school
Plot  Area,Ready To Move,3 Bedroom,,600,4.0,2.0,125.0,Law College Road,0.5061795432243137,school
Plot  Area,18-Apr,4 Bedroom,,940,4.0,2.0,45.0,Laxmi Road,0.15407408939336698,school
Super built-up  Area,Ready To Move,3 BHK,Samittv,1933,3.0,2.0,140.0,Lulla Nagar,0.27759265245653386,hospital
Built-up  Area,Ready To Move,2 BHK,,1082,2.0,2.0,64.0,Mahatma Gandhi Road,0.9054505650064919,hospital
Plot  Area,Ready To Move,8 Bedroom,,2400,8.0,1.0,250.0,Mangalwar peth,0.05398205772810116,school
Super built-up  Area,19-Dec,1 BHK,UKicte ,610,1.0,0.0,28.0,Manik Bagh,0.1397521583771164,petrol_pumps
Plot  Area,Ready To Move,4 Bedroom,,1560,4.0,1.0,160.0,Market yard,0.28803883577925193,petrol_pumps
Super built-up  Area,Ready To Move,3 BHK,Prone M,1300,3.0,3.0,77.99,Model colony,0.8629507398986956,hospital
Built-up  Area,Ready To Move,4 Bedroom,,3850,6.0,0.0,205.0,Mukund Nagar,0.46220829755989246,school
Built-up  Area,Ready To Move,2 BHK,,1125,2.0,1.0,46.0,Mundhawa,0.1297286260599244,petrol_pumps
Plot  Area,Ready To Move,6 Bedroom,,2400,7.0,2.0,107.0,Nagar Road,0.12579798816118604,school
Super built-up  Area,Ready To Move,2 BHK,,777.4,2.0,0.0,25.0,Nana Peth,0.46822327549231424,hospital
Super built-up  Area,Ready To Move,4 BHK,,2500,3.0,1.0,65.0,Narayan Peth,0.45592966557173487,hospital
Super built-up  Area,Ready To Move,3 BHK,Roa 2ha,1798,3.0,,150.0,Narayangaon,0.2535333263272497,school
Built-up  Area,Ready To Move,3 BHK,AlEcone,1864,3.0,2.0,120.0,Navi Peth,0.6194720434588498,hospital
Super built-up  Area,Ready To Move,2 BHK,,1115,2.0,1.0,51.91,Padmavati,0.1897822171780682,hospital
Super built-up  Area,Ready To Move,1 BHK,,400,1.0,1.0,25.0,Parvati Darshan,0.2627477576887959,petrol_pumps
Super built-up  Area,Ready To Move,2 BHK,,1200,2.0,1.0,70.0,Pashan,0.9343217591101042,school
Super built-up  Area,18-May,2 BHK,,992,2.0,2.0,24.8,Paud Road,0.23159058956038814,petrol_pumps
Built-up  Area,Ready To Move,2 BHK,,950,2.0,3.0,57.0,Pirangut,0.8668159109508232,school
Plot  Area,Ready To Move,4 Bedroom,,1500,4.0,3.0,185.0,Prabhat Road,0.6709107213056675,school
Super built-up  Area,Ready To Move,2 BHK,Krine O,1200,2.0,1.0,62.0,Pune Railway Station,0.3282405860816511,hospital
Built-up  Area,Ready To Move,3 BHK,Srg Bnc,1735,3.0,2.0,70.0,Rasta Peth,0.8178566082555139,hospital
Built-up  Area,Ready To Move,3 BHK,SNe 2ev,1750,3.0,3.0,172.0,Raviwar Peth,0.06498638113668909,hospital
Super built-up  Area,Ready To Move,2 BHK,Ammesss,1009,2.0,2.0,56.0,Sadashiv Peth,0.5825377609830273,school
Super built-up  Area,Ready To Move,3 BHK,BrardCo,1470,2.0,3.0,102.0,Sahakar Nagar,0.7323018964617477,hospital
